x,y,z,label
-0.0145,-0.0255,0.9744,1
-0.017485,-0.02121,0.974835,1
-0.01791,-0.02102,0.9748949999999998,1
-0.01951,-0.020175,0.9743850000000002,1
-0.02005,-0.02003,0.974675,1
-0.0191499999999999,-0.02061,0.9744850000000002,1
-0.01895,-0.02039,0.973985,1
-0.01866,-0.0205399999999999,0.97402,1
-0.017755,-0.020945,0.974325,1
-0.0177149999999999,-0.020775,0.974525,1
-0.0182449999999999,-0.020795,0.974425,1
-0.01821,-0.020685,0.973765,1
-0.0183199999999999,-0.02049,0.97375,1
-0.01857,-0.02054,0.97481,1
-0.01865,-0.020535,0.97377,1
-0.01914,-0.0206999999999999,0.9727150000000002,1
-0.018385,-0.02116,0.97549,1
-0.017445,-0.0211999999999999,0.976835,1
-0.01745,-0.020895,0.97493,1
-0.0173149999999999,-0.0209149999999999,0.973715,1
-0.017315,-0.02089,0.974005,1
-0.017215,-0.020725,0.9748250000000004,1
-0.0173499999999999,-0.0208049999999999,0.974575,1
-0.0174149999999999,-0.0208299999999999,0.97406,1
-0.017115,-0.0208049999999999,0.97412,1
-0.0173,-0.02089,0.974225,1
-0.0176,-0.02096,0.974645,1
-0.017455,-0.020825,0.9749450000000002,1
-0.0175299999999999,-0.02076,0.9748,1
-0.0173749999999999,-0.0208449999999999,0.974455,1
-0.01731,-0.0208399999999999,0.974225,1
-0.017475,-0.0207599999999999,0.974525,1
-0.017475,-0.02073,0.97488,1
-0.017615,-0.02084,0.9752399999999998,1
-0.01734,-0.0208199999999999,0.97526,1
-0.01734,-0.02078,0.9745400000000002,1
-0.01763,-0.02083,0.974125,1
-0.01737,-0.0208849999999999,0.97441,1
-0.017425,-0.0207449999999999,0.9747750000000002,1
-0.01747,-0.02061,0.97478,1
-0.01742,-0.02086,0.97489,1
-0.017645,-0.020995,0.9752150000000002,1
-0.017595,-0.020765,0.9749,1
-0.017405,-0.020685,0.97427,1
-0.017395,-0.0208749999999999,0.974095,1
-0.01754,-0.02103,0.9744499999999998,1
-0.017555,-0.02089,0.97489,1
-0.0174999999999999,-0.020665,0.97477,1
-0.0175549999999999,-0.0206949999999999,0.974505,1
-0.017415,-0.0208399999999999,0.97472,1
-0.0174199999999999,-0.02085,0.975095,1
-0.01751,-0.02073,0.975425,1
-0.017625,-0.0206599999999999,0.97519,1
-0.0177349999999999,-0.02069,0.974785,1
-0.017365,-0.02072,0.97494,1
-0.01717,-0.020775,0.975005,1
-0.01738,-0.020855,0.9749899999999998,1
-0.0174049999999999,-0.0208,0.97511,1
-0.017405,-0.020825,0.97498,1
-0.01743,-0.02095,0.974755,1
-0.01728,-0.020905,0.974965,1
-0.017365,-0.02084,0.97506,1
-0.0175449999999999,-0.020795,0.9748500000000002,1
-0.01762,-0.02057,0.97464,1
-0.0174049999999999,-0.020685,0.974625,1
-0.01727,-0.020895,0.97481,1
-0.01734,-0.020855,0.975115,1
-0.01721,-0.02074,0.9753050000000002,1
-0.017395,-0.020685,0.97542,1
-0.017525,-0.020745,0.975205,1
-0.01733,-0.0207,0.97456,1
-0.01741,-0.0208299999999999,0.97412,1
-0.01744,-0.020935,0.9742399999999998,1
-0.0175,-0.0208199999999999,0.97465,1
-0.01754,-0.0207,0.97453,1
-0.017375,-0.020785,0.9740850000000002,1
-0.0175349999999999,-0.02089,0.97407,1
-0.01748,-0.020795,0.974435,1
-0.017345,-0.020685,0.97428,1
-0.017395,-0.02059,0.9740049999999998,1
